序列(Payload),序列位置,序列长度,来源reads编号及方向,Witness值,Witness阈值
null,864,8122,+1;,333,390
null,864,8124,+1;,332,390
null,865,8123,+1;,331,390
null,865,8122,+1;,336,390
null,865,8124,+1;,335,390
null,866,8123,+1;,332,390
null,866,8122,+1;,328,390
null,866,8124,+1;,332,390
null,867,8123,+1;,334,390
null,867,8122,+1;,334,390
null,867,8124,+1;,335,390
null,868,8123,+1;,332,390
null,868,8122,+1;,331,390
null,868,8124,+1;,332,390
null,869,8123,+1;,335,390
null,869,8122,+1;,335,390
null,869,8124,+1;,329,390
null,870,8123,+1;,326,390
null,870,8122,+1;,331,390
null,870,8124,+1;,323,390
null,871,8123,+1;,323,390
null,871,8122,+1;,326,390
null,871,8124,+1;,330,390
null,872,8123,+1;,336,390
null,872,8122,+1;,331,390
null,872,8124,+1;,340,390
null,873,8123,+1;,339,390
null,873,8122,+1;,335,390
null,873,8124,+1;,335,390
null,874,8123,+1;,332,390
null,874,8122,+1;,335,390
null,874,8124,+1;,339,390
null,875,8123,+1;,341,390
null,875,8122,+1;,334,390
null,875,8124,+1;,343,390
null,876,8123,+1;,344,390
null,876,8122,+1;,343,390
null,876,8124,+1;,345,390
null,877,8123,+1;,340,390
null,877,8122,+1;,340,390
null,877,8124,+1;,337,390
null,878,8123,+1;,339,390
null,878,8122,+1;,342,390
null,878,8124,+1;,343,390
null,879,8123,+1;,353,390
null,879,8122,+1;,349,390
null,879,8124,+1;,348,390
null,880,8123,+1;,344,390
null,880,8122,+1;,350,390
null,880,8124,+1;,348,390
null,881,8123,+1;,348,390
null,881,8122,+1;,344,390
null,881,8124,+1;,348,390
null,882,8123,+1;,350,390
null,882,8122,+1;,349,390
null,882,8124,+1;,352,390
null,883,8123,+1;,354,390
null,883,8122,+1;,352,390
null,883,8124,+1;,356,390
null,884,8123,+1;,357,390
null,884,8122,+1;,355,390
null,884,8124,+1;,351,390
null,885,8123,+1;,350,390
null,885,8122,+1;,356,390
null,885,8124,+1;,350,390
null,886,8123,+1;,350,390
null,886,8122,+1;,350,390
null,886,8124,+1;,348,390
null,887,8123,+1;,347,390
null,887,8122,+1;,349,390
null,887,8124,+1;,345,390
null,888,8123,+1;,347,390
null,888,8122,+1;,347,390
null,888,8124,+1;,346,390
null,889,8123,+1;,346,390
null,889,8122,+1;,347,390
null,889,8124,+1;,350,390
null,890,8123,+1;,347,390
null,890,8122,+1;,343,390
null,890,8124,+1;,343,390
null,891,8123,+1;,342,390
null,891,8122,+1;,345,390
null,891,8124,+1;,346,390
null,892,8123,+1;,345,390
null,892,8122,+1;,342,390
null,892,8124,+1;,345,390
null,893,8123,+1;,340,390
null,893,8122,+1;,340,390
null,893,8124,+1;,342,390
null,894,8123,+1;,341,390
null,894,8122,+1;,339,390
null,894,8124,+1;,338,390
null,895,8123,+1;,337,390
null,895,8122,+1;,340,390
null,895,8124,+1;,336,390
null,896,8123,+1;,335,390
null,896,8122,+1;,336,390
null,896,8124,+1;,332,390
null,897,8123,+1;,337,390
null,897,8122,+1;,339,390
null,897,8124,+1;,340,390
null,898,8123,+1;,339,390
null,898,8122,+1;,336,390
null,898,8124,+1;,337,390
null,899,8123,+1;,334,390
null,899,8122,+1;,335,390
null,899,8124,+1;,340,390
null,900,8123,+1;,340,390
null,900,8122,+1;,334,390
null,900,8124,+1;,342,390
null,901,8123,+1;,346,390
null,901,8122,+1;,343,390
null,901,8124,+1;,344,390
null,902,8123,+1;,347,390
null,902,8122,+1;,349,390
null,902,8124,+1;,351,390
null,903,8123,+1;,354,390
null,903,8122,+1;,350,390
null,903,8124,+1;,354,390
null,904,8123,+1;,351,390
null,904,8122,+1;,353,390
null,904,8124,+1;,350,390
null,905,8123,+1;,348,390
null,905,8122,+1;,350,390
null,905,8124,+1;,346,390
null,906,8123,+1;,345,390
null,906,8122,+1;,347,390
null,906,8124,+1;,350,390
null,907,8123,+1;,352,390
null,907,8122,+1;,347,390
null,907,8124,+1;,351,390
null,908,8123,+1;,355,390
null,908,8122,+1;,356,390
null,908,8124,+1;,357,390
null,909,8123,+1;,355,390
null,909,8122,+1;,353,390
null,909,8124,+1;,348,390
null,910,8123,+1;,348,390
null,910,8122,+1;,356,390
null,910,8124,+1;,345,390
null,911,8123,+1;,347,390
null,911,8122,+1;,348,390
null,911,8124,+1;,344,390
null,912,8123,+1;,341,390
null,912,8122,+1;,344,390
null,912,8124,+1;,342,390
null,913,8123,+1;,344,390
null,913,8122,+1;,343,390
null,913,8124,+1;,341,390
null,914,8123,+1;,340,390
null,914,8122,+1;,343,390
null,914,8124,+1;,342,390
null,915,8123,+1;,345,390
null,915,8122,+1;,343,390
null,915,8124,+1;,343,390
null,916,8123,+1;,342,390
null,916,8122,+1;,344,390
null,916,8124,+1;,345,390
null,917,8123,+1;,343,390
null,917,8122,+1;,341,390
null,917,8124,+1;,346,390
null,918,8123,+1;,350,390
null,918,8122,+1;,347,390
null,918,8124,+1;,352,390
null,919,8123,+1;,349,390
null,919,8122,+1;,345,390
null,919,8124,+1;,344,390
null,920,8123,+1;,343,390
null,920,8122,+1;,347,390
null,920,8124,+1;,347,390
null,921,8123,+1;,350,390
null,921,8122,+1;,346,390
null,921,8124,+1;,347,390
null,922,8123,+1;,341,390
null,922,8122,+1;,344,390
null,922,8124,+1;,342,390
null,923,8123,+1;,343,390
null,923,8122,+1;,342,390
null,923,8124,+1;,340,390
null,924,8123,+1;,336,390
null,924,8122,+1;,339,390
null,924,8124,+1;,345,390
null,925,8123,+1;,346,390
null,925,8122,+1;,339,390
null,925,8124,+1;,345,390
null,926,8123,+1;,346,390
null,926,8122,+1;,347,390
null,926,8124,+1;,346,390
null,927,8123,+1;,350,390
null,927,8122,+1;,350,390
null,927,8124,+1;,351,390
null,928,8123,+1;,351,390
null,928,8122,+1;,350,390
null,928,8124,+1;,346,390
null,929,8123,+1;,346,390
null,929,8122,+1;,350,390
null,929,8124,+1;,343,390
null,930,8123,+1;,344,390
null,930,8122,+1;,347,390
null,930,8124,+1;,345,390
null,931,8123,+1;,339,390
null,931,8122,+1;,337,390
null,931,8124,+1;,341,390
null,932,8123,+1;,342,390
null,932,8122,+1;,340,390
null,932,8124,+1;,344,390
null,933,8123,+1;,342,390
null,933,8122,+1;,340,390
null,933,8124,+1;,339,390
null,934,8123,+1;,340,390
null,934,8122,+1;,343,390
null,934,8124,+1;,341,390
null,935,8123,+1;,344,390
null,935,8122,+1;,341,390
null,935,8124,+1;,348,390
null,936,8123,+1;,350,390
null,936,8122,+1;,344,390
null,936,8124,+1;,350,390
null,937,8123,+1;,354,390
null,937,8122,+1;,354,390
null,937,8124,+1;,349,390
null,938,8123,+1;,349,390
null,938,8122,+1;,354,390
null,938,8124,+1;,344,390
null,939,8123,+1;,345,390
null,939,8122,+1;,350,390
null,939,8124,+1;,342,390
null,940,8123,+1;,339,390
null,940,8122,+1;,342,390
null,940,8124,+1;,335,390
null,941,8123,+1;,333,390
null,941,8122,+1;,336,390
null,941,8124,+1;,344,390
null,942,8123,+1;,348,390
null,942,8122,+1;,338,390
null,942,8124,+1;,345,390
null,943,8123,+1;,339,390
null,943,8122,+1;,342,390
null,943,8124,+1;,339,390
null,944,8123,+1;,340,390
null,944,8122,+1;,340,390
null,944,8124,+1;,337,390
null,945,8123,+1;,339,390
null,945,8122,+1;,342,390
null,945,8124,+1;,335,390
null,946,8123,+1;,333,390
null,946,8122,+1;,337,390
null,946,8124,+1;,340,390
null,947,8123,+1;,334,390
null,947,8122,+1;,327,390
null,947,8124,+1;,335,390
null,948,8123,+1;,330,390
null,948,8122,+1;,329,390
null,948,8124,+1;,327,390
null,949,8123,+1;,328,390
null,949,8122,+1;,332,390
null,949,8124,+1;,329,390
null,950,8123,+1;,329,390
null,950,8122,+1;,328,390
null,950,8124,+1;,333,390
null,951,8123,+1;,336,390
null,951,8122,+1;,332,390
null,951,8124,+1;,333,390
null,952,8123,+1;,335,390
null,952,8122,+1;,339,390
null,952,8124,+1;,332,390
null,953,8123,+1;,334,390
null,953,8122,+1;,337,390
null,953,8124,+1;,334,390
null,954,8123,+1;,334,390
null,954,8122,+1;,334,390
null,954,8124,+1;,336,390
null,955,8123,+1;,338,390
null,955,8122,+1;,336,390
null,955,8124,+1;,340,390
null,956,8123,+1;,338,390
null,956,8122,+1;,336,390
null,956,8124,+1;,337,390
null,957,8123,+1;,338,390
null,957,8122,+1;,339,390
null,957,8124,+1;,338,390
null,958,8123,+1;,341,390
null,958,8122,+1;,341,390
null,958,8124,+1;,338,390
null,959,8123,+1;,338,390
null,959,8122,+1;,339,390
null,959,8124,+1;,340,390
null,960,8123,+1;,340,390
null,960,8122,+1;,338,390
null,960,8124,+1;,343,390
null,961,8123,+1;,346,390
null,961,8122,+1;,345,390
null,961,8124,+1;,343,390
null,962,8123,+1;,344,390
null,962,8122,+1;,347,390
null,962,8124,+1;,345,390
null,963,8123,+1;,346,390
null,963,8122,+1;,345,390
null,963,8124,+1;,343,390
null,964,8123,+1;,341,390
null,964,8122,+1;,344,390
null,964,8124,+1;,343,390
null,965,8123,+1;,345,390
null,965,8122,+1;,343,390
null,965,8124,+1;,352,390
null,966,8123,+1;,351,390
null,966,8122,+1;,344,390
null,966,8124,+1;,351,390
null,967,8123,+1;,351,390
null,967,8122,+1;,351,390
null,967,8124,+1;,351,390
null,968,8123,+1;,355,390
null,968,8122,+1;,355,390
null,968,8124,+1;,355,390
null,969,8123,+1;,355,390
null,969,8122,+1;,355,390
null,969,8124,+1;,354,390
null,970,8123,+1;,348,390
null,970,8122,+1;,349,390
null,970,8124,+1;,345,390
null,971,8123,+1;,345,390
null,971,8122,+1;,348,390
null,971,8124,+1;,346,390
null,972,8123,+1;,350,390
null,972,8122,+1;,349,390
null,972,8124,+1;,351,390
null,973,8123,+1;,351,390
null,973,8122,+1;,350,390
null,973,8124,+1;,349,390
null,974,8123,+1;,352,390
null,974,8122,+1;,354,390
null,974,8124,+1;,351,390
null,975,8123,+1;,343,390
null,975,8122,+1;,341,390
null,975,8124,+1;,348,390
null,976,8123,+1;,352,390
null,976,8122,+1;,347,390
null,976,8124,+1;,346,390
null,977,8123,+1;,346,390
null,977,8122,+1;,352,390
null,977,8124,+1;,348,390
null,978,8123,+1;,345,390
null,978,8122,+1;,345,390
null,978,8124,+1;,347,390
null,979,8123,+1;,350,390
null,979,8122,+1;,349,390
null,979,8124,+1;,349,390
null,980,8123,+1;,346,390
null,980,8122,+1;,347,390
null,980,8124,+1;,348,390
null,981,8123,+1;,346,390
null,981,8122,+1;,344,390
null,981,8124,+1;,350,390
null,982,8123,+1;,346,390
null,982,8122,+1;,343,390
null,982,8124,+1;,338,390
null,983,8123,+1;,346,390
null,983,8122,+1;,354,390
null,983,8124,+1;,343,390
null,984,8123,+1;,342,390
null,984,8122,+1;,346,390
null,984,8124,+1;,343,390
null,985,8123,+1;,343,390
null,985,8122,+1;,342,390
null,985,8124,+1;,342,390
null,986,8123,+1;,347,390
null,986,8122,+1;,349,390
null,986,8124,+1;,344,390
null,987,8123,+1;,342,390
null,987,8122,+1;,345,390
null,987,8124,+1;,348,390
null,988,8123,+1;,350,390
null,988,8122,+1;,344,390
null,988,8124,+1;,350,390
null,989,8123,+1;,356,390
null,989,8122,+1;,355,390
null,989,8124,+1;,357,390
null,990,8123,+1;,355,390
null,990,8122,+1;,352,390
null,990,8124,+1;,358,390
null,991,8123,+1;,359,390
null,991,8122,+1;,356,390
null,991,8124,+1;,360,390
null,992,8123,+1;,364,390
null,992,8122,+1;,364,390
null,992,8124,+1;,356,390
null,993,8123,+1;,355,390
null,993,8122,+1;,363,390
null,993,8124,+1;,355,390
null,994,8123,+1;,358,390
null,994,8122,+1;,358,390
null,994,8124,+1;,353,390
null,995,8123,+1;,352,390
null,995,8122,+1;,357,390
null,995,8124,+1;,352,390
null,996,8123,+1;,356,390
null,996,8122,+1;,356,390
null,996,8124,+1;,358,390
null,997,8123,+1;,358,390
null,997,8122,+1;,354,390
null,997,8124,+1;,359,390
null,998,8123,+1;,358,390
null,998,8122,+1;,355,390
null,998,8124,+1;,353,390
null,999,8123,+1;,355,390
null,999,8122,+1;,360,390
null,999,8124,+1;,356,390
null,1000,8123,+1;,355,390
null,1000,8122,+1;,355,390
null,0,8123,+2;,364,390
null,0,8122,+2;,367,390
null,0,8124,+2;,359,390
null,1,8123,+2;,361,390
null,1,8122,+2;,364,390
null,1,8124,+2;,359,390
null,2,8123,+2;,360,390
null,2,8122,+2;,363,390
null,2,8124,+2;,360,390
null,3,8123,+2;,355,390
null,3,8122,+2;,355,390
null,3,8124,+2;,347,390
null,4,8123,+2;,347,390
null,4,8122,+2;,356,390
null,4,8124,+2;,340,390
null,5,8123,+2;,340,390
null,5,8122,+2;,347,390
null,5,8124,+2;,340,390
null,6,8123,+2;,341,390
null,6,8122,+2;,341,390
null,6,8124,+2;,345,390
null,7,8123,+2;,346,390
null,7,8122,+2;,340,390
null,7,8124,+2;,347,390
null,8,8123,+2;,340,390
null,8,8122,+2;,341,390
null,8,8124,+2;,340,390
null,9,8123,+2;,349,390
null,9,8122,+2;,350,390
null,9,8124,+2;,353,390
null,10,8123,+2;,350,390
null,10,8122,+2;,347,390
null,10,8124,+2;,353,390
null,11,8123,+2;,356,390
null,11,8122,+2;,354,390
null,11,8124,+2;,356,390
null,12,8123,+2;,354,390
null,12,8122,+2;,355,390
null,12,8124,+2;,355,390
null,13,8123,+2;,348,390
null,13,8122,+2;,348,390
null,13,8124,+2;,353,390
null,14,8123,+2;,353,390
null,14,8122,+2;,348,390
null,14,8124,+2;,357,390
null,15,8123,+2;,355,390
null,15,8122,+2;,351,390
null,15,8124,+2;,353,390
null,16,8123,+2;,354,390
null,16,8122,+2;,356,390
null,16,8124,+2;,354,390
null,17,8123,+2;,352,390
null,17,8122,+2;,352,390
null,17,8124,+2;,353,390
null,18,8123,+2;,352,390
null,18,8122,+2;,351,390
null,18,8124,+2;,355,390
null,19,8123,+2;,354,390
null,19,8122,+2;,351,390
null,19,8124,+2;,360,390
null,20,8123,+2;,365,390
null,20,8122,+2;,359,390
null,20,8124,+2;,360,390
null,21,8123,+2;,353,390
null,21,8122,+2;,357,390
null,21,8124,+2;,345,390
null,22,8123,+2;,344,390
null,22,8122,+2;,352,390
null,22,8124,+2;,343,390
null,23,8123,+2;,350,390
null,23,8122,+2;,350,390
null,23,8124,+2;,347,390
null,24,8123,+2;,348,390
null,24,8122,+2;,351,390
null,24,8124,+2;,355,390
null,25,8123,+2;,350,390
null,25,8122,+2;,345,390
null,25,8124,+2;,350,390
null,26,8123,+2;,351,390
null,26,8122,+2;,353,390
null,26,8124,+2;,354,390
null,27,8123,+2;,353,390
null,27,8122,+2;,350,390
null,27,8124,+2;,353,390
null,28,8123,+2;,356,390
null,28,8122,+2;,356,390
null,28,8124,+2;,350,390
null,29,8123,+2;,349,390
null,29,8122,+2;,355,390
null,29,8124,+2;,348,390
null,30,8123,+2;,355,390
null,30,8122,+2;,356,390
null,30,8124,+2;,352,390
null,31,8123,+2;,354,390
null,31,8122,+2;,357,390
null,31,8124,+2;,355,390
null,32,8123,+2;,357,390
null,32,8122,+2;,356,390
null,32,8124,+2;,353,390
null,33,8123,+2;,348,390
null,33,8122,+2;,354,390
null,33,8124,+2;,350,390
null,34,8123,+2;,349,390
null,34,8122,+2;,345,390
null,34,8124,+2;,352,390
null,35,8123,+2;,360,390
null,35,8122,+2;,357,390
null,35,8124,+2;,360,390
null,36,8123,+2;,355,390
null,36,8122,+2;,355,390
null,36,8124,+2;,358,390
null,37,8123,+2;,355,390
null,37,8122,+2;,352,390
null,37,8124,+2;,352,390
null,38,8123,+2;,351,390
null,38,8122,+2;,355,390
null,38,8124,+2;,352,390
null,39,8123,+2;,356,390
null,39,8122,+2;,355,390
null,39,8124,+2;,353,390
null,40,8123,+2;,350,390
null,40,8122,+2;,354,390
null,40,8124,+2;,348,390
null,41,8123,+2;,347,390
null,41,8122,+2;,348,390
null,41,8124,+2;,347,390
null,42,8123,+2;,346,390
null,42,8122,+2;,346,390
null,42,8124,+2;,350,390
null,43,8123,+2;,349,390
null,43,8122,+2;,345,390
null,43,8124,+2;,347,390
null,44,8123,+2;,346,390
null,44,8122,+2;,348,390
null,44,8124,+2;,342,390
null,45,8123,+2;,341,390
null,45,8122,+2;,345,390
null,45,8124,+2;,334,390
null,46,8123,+2;,332,390
null,46,8122,+2;,339,390
null,46,8124,+2;,329,390
null,47,8123,+2;,334,390
null,47,8122,+2;,337,390
null,47,8124,+2;,335,390
null,48,8123,+2;,336,390
null,48,8122,+2;,335,390
null,48,8124,+2;,337,390
null,49,8123,+2;,333,390
null,49,8122,+2;,332,390
null,49,8124,+2;,333,390
null,50,8123,+2;,331,390
null,50,8122,+2;,331,390
null,50,8124,+2;,333,390
null,51,8123,+2;,341,390
null,51,8122,+2;,339,390
null,51,8124,+2;,343,390
null,52,8123,+2;,340,390
null,52,8122,+2;,338,390
null,52,8124,+2;,347,390
null,53,8123,+2;,345,390
null,53,8122,+2;,338,390
null,53,8124,+2;,348,390
null,54,8123,+2;,347,390
null,54,8122,+2;,344,390
null,54,8124,+2;,340,390
null,55,8123,+2;,338,390
null,55,8122,+2;,345,390
null,55,8124,+2;,343,390
null,56,8123,+2;,345,390
null,56,8122,+2;,340,390
null,56,8124,+2;,350,390
null,57,8123,+2;,350,390
null,57,8122,+2;,345,390
null,57,8124,+2;,346,390
null,58,8123,+2;,346,390
null,58,8122,+2;,350,390
null,58,8124,+2;,352,390
null,59,8123,+2;,353,390
null,59,8122,+2;,345,390
null,59,8124,+2;,358,390
null,60,8123,+2;,361,390
null,60,8122,+2;,356,390
null,60,8124,+2;,362,390
null,61,8123,+2;,362,390
null,61,8122,+2;,362,390
null,61,8124,+2;,358,390
null,62,8123,+2;,356,390
null,62,8122,+2;,359,390
null,62,8124,+2;,363,390
null,63,8123,+2;,357,390
null,63,8122,+2;,351,390
null,63,8124,+2;,358,390
null,64,8123,+2;,354,390
null,64,8122,+2;,353,390
null,64,8124,+2;,362,390
null,65,8123,+2;,361,390
null,65,8122,+2;,353,390
null,65,8124,+2;,360,390
null,66,8123,+2;,360,390
null,66,8122,+2;,361,390
null,66,8124,+2;,354,390
null,67,8123,+2;,361,390
null,67,8122,+2;,365,390
null,67,8124,+2;,360,390
null,68,8123,+2;,356,390
null,68,8122,+2;,357,390
null,68,8124,+2;,361,390
null,69,8123,+2;,355,390
null,69,8122,+2;,351,390
null,69,8124,+2;,355,390
null,70,8123,+2;,354,390
null,70,8122,+2;,353,390
null,70,8124,+2;,355,390
null,71,8123,+2;,354,390
null,71,8122,+2;,353,390
null,71,8124,+2;,355,390
null,72,8123,+2;,355,390
null,72,8122,+2;,354,390
null,72,8124,+2;,353,390
null,73,8123,+2;,347,390
null,73,8122,+2;,351,390
null,73,8124,+2;,350,390
null,74,8123,+2;,348,390
null,74,8122,+2;,345,390
null,74,8124,+2;,342,390
null,75,8123,+2;,351,390
null,75,8122,+2;,357,390
null,75,8124,+2;,354,390
null,76,8123,+2;,351,390
null,76,8122,+2;,349,390
null,76,8124,+2;,357,390
null,77,8123,+2;,362,390
null,77,8122,+2;,356,390
null,77,8124,+2;,362,390
null,78,8123,+2;,366,390
null,78,8122,+2;,366,390
null,78,8124,+2;,362,390
null,79,8123,+2;,357,390
null,79,8122,+2;,362,390
null,79,8124,+2;,352,390
null,80,8123,+2;,352,390
null,80,8122,+2;,357,390
null,80,8124,+2;,350,390
null,81,8123,+2;,347,390
null,81,8122,+2;,349,390
null,81,8124,+2;,344,390
null,82,8123,+2;,344,390
null,82,8122,+2;,346,390
null,82,8124,+2;,342,390
null,83,8123,+2;,339,390
null,83,8122,+2;,341,390
null,83,8124,+2;,335,390
null,84,8123,+2;,333,390
null,84,8122,+2;,337,390
null,84,8124,+2;,338,390
null,85,8123,+2;,341,390
null,85,8122,+2;,338,390
null,85,8124,+2;,337,390
null,86,8123,+2;,339,390
null,86,8122,+2;,342,390
null,86,8124,+2;,335,390
null,87,8123,+2;,336,390
null,87,8122,+2;,340,390
null,87,8124,+2;,336,390
null,88,8123,+2;,337,390
null,88,8122,+2;,337,390
null,88,8124,+2;,342,390
null,89,8123,+2;,344,390
null,89,8122,+2;,338,390
null,89,8124,+2;,345,390
null,90,8123,+2;,347,390
null,90,8122,+2;,346,390
null,90,8124,+2;,351,390
null,91,8123,+2;,347,390
null,91,8122,+2;,343,390
null,91,8124,+2;,348,390
null,92,8123,+2;,348,390
null,92,8122,+2;,347,390
null,92,8124,+2;,350,390
null,93,8123,+2;,346,390
null,93,8122,+2;,344,390
null,93,8124,+2;,340,390
null,94,8123,+2;,347,390
null,94,8122,+2;,350,390
null,94,8124,+2;,348,390
null,95,8123,+2;,351,390
null,95,8122,+2;,351,390
null,95,8124,+2;,353,390
null,96,8123,+2;,349,390
null,96,8122,+2;,347,390
null,96,8124,+2;,350,390
null,97,8123,+2;,348,390
null,97,8122,+2;,348,390
null,97,8124,+2;,345,390
null,98,8123,+2;,340,390
null,98,8122,+2;,342,390
null,98,8124,+2;,344,390
null,99,8123,+2;,346,390
null,99,8122,+2;,342,390
null,99,8124,+2;,344,390
null,100,8123,+2;,341,390
null,100,8122,+2;,341,390
null,100,8124,+2;,342,390
null,101,8123,+2;,343,390
null,101,8122,+2;,342,390
null,101,8124,+2;,340,390
null,102,8123,+2;,339,390
null,102,8122,+2;,343,390
null,102,8124,+2;,341,390
null,103,8123,+2;,342,390
null,103,8122,+2;,340,390
null,103,8124,+2;,343,390
null,104,8123,+2;,348,390
null,104,8122,+2;,346,390
null,104,8124,+2;,344,390
null,105,8123,+2;,354,390
null,105,8122,+2;,358,390
null,105,8124,+2;,349,390
null,106,8123,+2;,349,390
null,106,8122,+2;,354,390
null,106,8124,+2;,355,390
null,107,8123,+2;,359,390
null,107,8122,+2;,352,390
null,107,8124,+2;,358,390
null,108,8123,+2;,357,390
null,108,8122,+2;,358,390
null,108,8124,+2;,359,390
null,109,8123,+2;,358,390
null,109,8122,+2;,356,390
null,109,8124,+2;,354,390
null,110,8123,+2;,354,390
null,110,8122,+2;,358,390
null,110,8124,+2;,348,390
null,111,8123,+2;,348,390
null,111,8122,+2;,354,390
null,111,8124,+2;,348,390
null,112,8123,+2;,348,390
null,112,8122,+2;,348,390
null,112,8124,+2;,344,390
null,113,8123,+2;,347,390
